0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 5.000000000000000e-01 0.000000000000000e+00 0.000000000000000e+00 
2.500000000000000e-17 1.561731323447448e-12 -1.202765386762979e-09 5.000000000000000e-01 0.000000000000000e+00 6.631280768881276e-04 
1.275000000000000e-15 1.006571069839509e-09 -6.238571867024175e-08 4.999999999999962e-01 -5.551115123125783e-17 6.859832478206705e-04 
2.525000000000000e-15 3.869845499836120e-09 -1.255874392977403e-07 4.999999999999843e-01 -5.551115123125783e-17 7.089501740605960e-04 
3.775000000000000e-15 8.650881631760315e-09 -1.907597188246190e-07 4.999999999999636e-01 -1.110223024625157e-16 7.319863613179999e-04 
5.025000000000000e-15 1.540764641535976e-08 -2.578486061843000e-07 4.999999999999334e-01 -1.110223024625157e-16 7.550463281579160e-04 
6.275000000000000e-15 2.419640214703192e-08 -3.267941808361739e-07 4.999999999998928e-01 -1.110223024625157e-16 7.780815117582844e-04 
7.525000000000000e-15 3.507152465543595e-08 -3.975303227338090e-07 4.999999999998408e-01 -1.110223024625157e-16 8.010401745087038e-04 
8.774999999999999e-15 4.808531457507155e-08 -4.699844794066277e-07 4.999999999997769e-01 -1.110223024625157e-16 8.238673117093482e-04 
1.002500000000000e-14 6.328780162670164e-08 -5.440774304748869e-07 4.999999999997001e-01 -1.110223024625157e-16 8.465045606424526e-04 
1.127500000000000e-14 8.072654183347725e-08 -6.197230499453804e-07 4.999999999996095e-01 -1.110223024625157e-16 8.688901113019685e-04 
1.252500000000000e-14 1.004464076124438e-07 -6.968280666637421e-07 4.999999999995045e-01 -1.110223024625157e-16 8.909586190801931e-04 
1.377500000000000e-14 1.224893706927900e-07 -7.752918233285652e-07 4.999999999993840e-01 -5.551115123125783e-17 9.126411197236263e-04 
1.502500000000000e-14 1.468942778247739e-07 -8.550060345027424e-07 4.999999999992474e-01 -5.551115123125783e-17 9.338649468836265e-04 
1.627500000000000e-14 1.736966192567453e-07 -9.358545440884366e-07 4.999999999990941e-01 -1.110223024625157e-16 9.545536526009540e-04 
1.752500000000000e-14 2.029282899721118e-07 -1.017713082763929e-06 4.999999999989232e-01 -1.110223024625157e-16 9.746269310767188e-04 
1.877500000000000e-14 2.346173436934784e-07 -1.100449025913159e-06 4.999999999987341e-01 -1.665334536937735e-16 9.940005460955994e-04 
2.002500000000000e-14 2.687877396775657e-07 -1.183921152612119e-06 4.999999999985262e-01 -1.110223024625157e-16 1.012586262480697e-03 
2.127500000000000e-14 3.054590823418872e-07 -1.267979406270280e-06 4.999999999982990e-01 -1.110223024625157e-16 1.030291781972491e-03 
2.252500000000000e-14 3.446463537825703e-07 -1.352464657559944e-06 4.999999999980522e-01 -1.665334536937735e-16 1.047020683937540e-03 
2.377500000000000e-14 3.863596392621545e-07 -1.437208470301699e-06 4.999999999977853e-01 -1.110223024625157e-16 1.062672371325603e-03 
2.502500000000000e-14 4.306038457667147e-07 -1.522032871010038e-06 4.999999999974981e-01 -1.110223024625157e-16 1.077142022306371e-03 
2.627500000000000e-14 4.773784137532422e-07 -1.606750122839608e-06 4.999999999971906e-01 -1.665334536937735e-16 1.090320548029736e-03 
2.752500000000000e-14 5.266770222309081e-07 -1.691162504709382e-06 4.999999999968627e-01 -1.110223024625157e-16 1.102094556965531e-03 
2.877500000000000e-14 5.784872873436200e-07 -1.775062096419304e-06 4.999999999965146e-01 -1.110223024625157e-16 1.112346326290511e-03 
3.002500000000000e-14 6.327904546461934e-07 -1.858230570611504e-06 4.999999999961466e-01 -5.551115123125783e-17 1.120953780801947e-03 
3.127500000000000e-14 6.895610852924850e-07 -1.940438992466035e-06 4.999999999957593e-01 -5.551115123125783e-17 1.127790479847980e-03 
3.252500000000000e-14 7.487667363810129e-07 -2.021447628059069e-06 4.999999999953532e-01 -1.110223024625157e-16 1.132725612775626e-03 
3.377500000000000e-14 8.103676357318753e-07 -2.101005762349617e-06 4.999999999949292e-01 -1.665334536937735e-16 1.135624003407177e-03 
3.502500000000000e-14 8.743163513982316e-07 -2.178851527798927e-06 4.999999999944883e-01 -1.110223024625157e-16 1.136346124065133e-03 
3.627500000000000e-14 9.405574562461758e-07 -2.254711744664821e-06 4.999999999940318e-01 -1.665334536937735e-16 1.134748119674636e-03 
3.752500000000000e-14 1.009027187968547e-06 -2.328301774051047e-06 4.999999999935610e-01 -1.665334536937735e-16 1.130681842480307e-03 
3.877500000000000e-14 1.079653104931054e-06 -2.399325384829397e-06 4.999999999930778e-01 -1.665334536937735e-16 1.123994897921782e-03 
4.002500000000000e-14 1.152353738283040e-06 -2.467474635589524e-06 4.999999999925838e-01 -1.665334536937735e-16 1.114530702218609e-03 
4.127500000000000e-14 1.227038240800299e-06 -2.532429772808183e-06 4.999999999920813e-01 -1.665334536937735e-16 1.102128552220837e-03 
4.252500000000000e-14 1.303606032963426e-06 -2.593859146465757e-06 4.999999999915726e-01 -1.110223024625157e-16 1.086623708086257e-03 
4.377500000000000e-14 1.381946446812502e-06 -2.651419144373360e-06 4.999999999910602e-01 5.551115123125783e-17 1.067847489348924e-03 
4.502500000000000e-14 1.461938368157067e-06 -2.704754146508430e-06 4.999999999905467e-01 3.608224830031759e-16 1.045627384946105e-03 
4.627500000000000e-14 1.543449877759679e-06 -2.753496500690285e-06 4.999999999900356e-01 4.440892098500626e-16 1.019787177772454e-03 
4.752500000000000e-14 1.626337892151583e-06 -2.797266520959702e-06 4.999999999895299e-01 3.885780586188048e-16 9.901470843303047e-04 
4.877500000000000e-14 1.710447804780227e-06 -2.835672510057753e-06 4.999999999890329e-01 3.885780586188048e-16 9.565239100441106e-04 
